CustomerID,Gender,DateOfBirth,ZipPostalCode
120661,F,1962-08-03,40010
120663,M,1973-08-03,40010
120664,F,1967-08-03,11000
120670,F,1959-08-03,20800
120671,M,1985-08-03,11000
120672,M,1968-08-03,40010
120673,M,1957-08-03,40010
120674,F,1993-08-03,11000
120676,M,1977-08-03,11000
120678,M,1959-08-03,40010
120679,F,1991-08-03,40010
120680,F,1967-08-03,40010
120681,F,1964-08-03,20800
120682,F,1976-08-03,20800
120690,F,1966-08-03,40010
120691,M,1963-08-03,40010
120692,F,1990-08-03,40010
120694,M,1967-08-03,20800
120695,F,1988-08-03,11000
120697,M,1970-08-03,11000
120698,F,1964-08-03,40010
120699,M,1973-08-03,40010
120701,M,1958-08-03,11000
120702,M,1974-08-03,11000
120704,F,1997-08-03,20800
120705,M,1964-08-03,20800
120706,M,1994-08-03,20800
120709,M,1968-08-03,11000
120712,F,1960-08-03,20800
120718,M,1969-08-03,40010
120720,M,1969-08-03,40010
120721,M,1967-08-03,40010
120722,F,1961-08-03,20800
120725,M,1981-08-03,40010
120726,M,1961-08-03,20800
120727,M,1975-08-03,40010
120729,F,1972-08-03,11000
120731,M,1958-08-03,20800
120733,M,1960-08-03,20800
120734,M,1996-08-03,11000
120737,F,1976-08-03,11000
120738,F,1970-08-03,40010
120739,M,1964-08-03,40010
120740,M,1982-08-03,40010
120741,M,1964-08-03,40010
120742,F,1978-08-03,20800
120746,M,1963-08-03,40010
120749,F,1993-08-03,20800
120757,M,1977-08-03,40010
120758,F,1996-08-03,20800
120759,M,1967-08-03,20800
120764,M,1958-08-03,40010
120765,M,1962-08-03,40010
120767,M,1976-08-03,11000
120768,F,1963-08-03,40010
120770,F,1971-08-03,40010
120771,M,1995-08-03,11000
120775,M,1957-08-03,11000
120776,M,1961-08-03,11000
120778,F,1957-08-03,11000
120781,F,1971-08-03,11000
120783,M,1959-08-03,20800
120784,F,1986-08-03,40010
120785,F,1970-08-03,20800
120786,M,1959-08-03,20800
120788,F,1972-08-03,40010
120789,F,1993-08-03,20800
120793,M,1959-08-03,40010
120794,F,1986-08-03,20800
120795,M,1972-08-03,11000
120797,F,1968-08-03,40010
120798,M,1966-08-03,11000
120799,M,1964-08-03,20800
120800,F,1969-08-03,11000
120801,M,1973-08-03,40010
120802,F,1966-08-03,20800
120803,M,1986-08-03,11000
120805,M,1969-08-03,11000
120806,F,1980-08-03,20800
120808,M,1991-08-03,11000
120809,M,1970-08-03,11000
120811,M,1997-08-03,40010
120813,M,1963-08-03,11000
120816,M,1957-08-03,20800
120817,M,1961-08-03,40010
120820,M,1980-08-03,11000
120821,M,1969-08-03,20800
120822,M,1964-08-03,11000
120826,M,1970-08-03,20800
120828,M,1962-08-03,20800
120830,M,1971-08-03,20800
120832,F,1992-08-03,20800
120835,M,1977-08-03,40010
120837,M,1989-08-03,40010
120838,M,1968-08-03,11000
120839,F,1976-08-03,40010
120840,F,1990-08-03,20800
120843,F,1958-08-03,40010
120844,M,1974-08-03,40010
120845,M,1974-08-03,11000
120846,F,1961-08-03,20800
120847,F,1958-08-03,40010
120850,M,1982-08-03,20800
120851,F,1968-08-03,20800
120854,M,1963-08-03,40010
120855,M,1969-08-03,40010
120856,F,1990-08-03,20800
120857,M,1982-08-03,11000
120858,M,1961-08-03,40010
120859,F,1984-08-03,20800
120862,M,1967-08-03,40010
120863,M,1973-08-03,40010
120864,M,1986-08-03,11000
120868,F,1995-08-03,11000
120869,F,1980-08-03,40010
120870,M,1967-08-03,11000
120871,M,1971-08-03,11000
120877,M,1976-08-03,40010
120879,M,1960-08-03,40010
120883,M,1983-08-03,20800
120886,M,1973-08-03,40010
120888,M,1965-08-03,20800
120890,M,1963-08-03,11000
120891,F,1989-08-03,40010
120892,M,1959-08-03,20800
120894,F,1958-08-03,11000
120897,F,1960-08-03,40010
120900,F,1985-08-03,20800
120901,M,1973-08-03,40010
120903,F,1971-08-03,20800
120904,M,1964-08-03,40010
120906,M,1959-08-03,40010
120908,F,1973-08-03,11000
120909,M,1962-08-03,40010
120910,F,1969-08-03,11000
120911,M,1961-08-03,11000
120912,M,1959-08-03,20800
120916,F,1986-08-03,20800
120917,F,1972-08-03,11000
120922,F,1969-08-03,40010
120924,M,1971-08-03,40010
120926,M,1992-08-03,11000
120928,F,1982-08-03,11000
120930,M,1962-08-03,40010
120931,F,1986-08-03,11000
120933,M,1981-08-03,40010
120934,M,1962-08-03,40010
120935,M,1972-08-03,20800
120936,M,1972-08-03,11000
120937,M,1961-08-03,40010
120938,M,1967-08-03,40010
120939,M,1959-08-03,11000
120940,M,1958-08-03,40010
120945,F,1977-08-03,40010
120946,M,1962-08-03,40010
120947,M,1962-08-03,40010
120950,M,1972-08-03,20800
120951,F,1991-08-03,20800
120952,M,1985-08-03,40010
120953,M,1971-08-03,40010
120954,M,1958-08-03,40010
120956,M,1973-08-03,20800
120957,M,1972-08-03,20800
120958,F,1985-08-03,11000
120959,M,1976-08-03,11000
120960,F,1994-08-03,40010
120962,F,1969-08-03,11000
120964,F,1984-08-03,11000
120968,M,1971-08-03,40010
120969,M,1960-08-03,40010
120970,M,1973-08-03,20800
120971,M,1958-08-03,20800
120974,M,1962-08-03,40010
120975,F,1968-08-03,20800
120976,M,1977-08-03,40010
120977,M,1964-08-03,40010
120978,M,1965-08-03,11000
120980,M,1959-08-03,40010
120981,M,1962-08-03,40010
120986,M,1971-08-03,11000
120987,M,1973-08-03,11000
120988,F,1991-08-03,20800
120989,M,1966-08-03,20800
120991,M,1957-08-03,11000
120992,M,1976-08-03,11000
120993,F,1991-08-03,40010
120997,F,1972-08-03,11000
120998,F,1992-08-03,40010
120999,F,1990-08-03,20800
121003,M,1971-08-03,20800
121007,M,1957-08-03,40010
121009,F,1963-08-03,11000
121011,F,1985-08-03,40010
121012,M,1966-08-03,40010
121014,M,1971-08-03,11000
121016,M,1969-08-03,20800
121020,M,1958-08-03,40010
121023,F,1972-08-03,20800
121025,M,1959-08-03,11000
121026,M,1996-08-03,40010
121028,M,1957-08-03,40010
121029,F,1963-08-03,20800
121030,M,1965-08-03,11000
121031,M,1976-08-03,20800
121032,F,1985-08-03,20800
121034,M,1974-08-03,11000
121037,M,1957-08-03,40010
121039,F,1967-08-03,11000
121040,M,1967-08-03,20800
121041,M,1993-08-03,20800
121049,M,1959-08-03,40010
121051,F,1983-08-03,40010
121052,M,1972-08-03,11000
121054,M,1971-08-03,11000
121056,M,1970-08-03,20800
121057,M,1962-08-03,20800
121058,F,1968-08-03,11000
121060,M,1973-08-03,20800
121063,F,1982-08-03,11000
121066,M,1997-08-03,20800
121068,M,1972-08-03,40010
121070,M,1983-08-03,11000
121071,M,1972-08-03,40010
121072,M,1961-08-03,40010
121074,M,1957-08-03,11000
121076,M,1983-08-03,11000
121079,M,1966-08-03,40010
121081,M,1963-08-03,40010
121082,M,1991-08-03,11000
121084,M,1966-08-03,40010
121085,F,1966-08-03,40010
121088,M,1976-08-03,11000
121090,F,1989-08-03,20800
121091,F,1984-08-03,20800
121092,F,1969-08-03,40010
121093,M,1957-08-03,40010
121096,M,1961-08-03,20800
121097,M,1973-08-03,40010
121098,M,1984-08-03,40010
121099,M,1971-08-03,40010
121100,M,1960-08-03,40010
121101,F,1977-08-03,40010
121102,M,1957-08-03,20800
121103,M,1992-08-03,11000
121105,M,1974-08-03,40010
121106,M,1975-08-03,40010
121108,M,1958-08-03,40010
121109,M,1980-08-03,20800
121110,M,1976-08-03,40010
121111,M,1959-08-03,20800
121113,M,1977-08-03,11000
121114,M,1970-08-03,11000
121116,F,1993-08-03,40010
121117,F,1995-08-03,11000
121118,M,1970-08-03,11000
121119,F,1968-08-03,20800
121120,F,1971-08-03,20800
121123,M,1967-08-03,20800
121124,F,1974-08-03,11000
121125,M,1961-08-03,11000
121127,F,1964-08-03,20800
121132,M,1975-08-03,11000
121133,F,1972-08-03,11000
121134,F,1991-08-03,40010
121135,M,1972-08-03,40010
121136,M,1959-08-03,20800
121137,F,1984-08-03,20800
121139,M,1985-08-03,20800
121142,M,1968-08-03,20800
121144,M,1974-08-03,11000
121145,M,1963-08-03,40010
121146,F,1961-08-03,11000
121147,M,1959-08-03,40010
121150,M,1967-08-03,11000
121159,F,1972-08-03,40010
121161,M,1964-08-03,11000
121162,M,1975-08-03,40010
121168,M,1983-08-03,40010
121169,F,1961-08-03,40010
121170,M,1986-08-03,40010
121171,M,1977-08-03,40010
121174,M,1974-08-03,40010
121176,F,1975-08-03,20800
121177,F,1974-08-03,20800
121178,M,1966-08-03,40010
121179,M,1985-08-03,11000
121180,M,1961-08-03,40010
121181,F,1980-08-03,11000
121182,F,1967-08-03,11000
121183,F,1978-08-03,20800
121184,F,1967-08-03,20800
121185,M,1957-08-03,40010
121186,F,1968-08-03,11000
121190,F,1984-08-03,11000
121194,F,1987-08-03,20800
121198,M,1961-08-03,40010
121199,F,1976-08-03,40010
121200,M,1970-08-03,20800
121203,M,1977-08-03,40010
121204,M,1960-08-03,20800
121208,F,1974-08-03,11000
121209,M,1988-08-03,40010
121210,M,1984-08-03,20800
121211,M,1961-08-03,40010
121212,M,1975-08-03,40010
121213,M,1967-08-03,40010
121216,M,1969-08-03,40010
121219,M,1964-08-03,40010
121220,F,1967-08-03,11000
121223,M,1964-08-03,11000
121224,M,1962-08-03,40010
121226,M,1961-08-03,40010
121229,M,1969-08-03,11000
121230,F,1965-08-03,11000
121234,M,1965-08-03,11000
121235,M,1958-08-03,20800
121236,F,1983-08-03,40010
121237,M,1973-08-03,40010
121239,M,1977-08-03,11000
121243,M,1958-08-03,11000
121248,F,1982-08-03,20800
121250,M,1974-08-03,40010
121251,M,1976-08-03,40010
121252,F,1965-08-03,40010
121253,M,1996-08-03,11000
121254,M,1967-08-03,40010
121255,F,1967-08-03,40010
121256,M,1960-08-03,40010
121259,M,1970-08-03,11000
121261,M,1981-08-03,40010
121368,M,1976-08-03,11000
121371,M,1968-08-03,40010
121372,M,1976-08-03,11000
121374,F,1994-08-03,20800
121376,M,1969-08-03,20800
121377,M,1963-08-03,40010
121378,M,1967-08-03,40010
121380,F,1976-08-03,11000
121381,M,1973-08-03,40010
121384,F,1995-08-03,40010
121385,F,1984-08-03,40010
121387,M,1969-08-03,40010
121389,M,1967-08-03,40010
121390,M,1982-08-03,20800
121391,F,1975-08-03,11000
121392,F,1957-08-03,40010
121394,M,1967-08-03,40010
121395,M,1969-08-03,11000
121397,F,1993-08-03,20800
121398,M,1959-08-03,11000
121401,M,1977-08-03,40010
121402,M,1975-08-03,20800
121449,M,1920-05-03,41717
121450,M,1982-08-24,123123
121696,F,1971-08-03,40010
121698,F,1990-08-03,20800
121700,M,1966-08-03,40010
121702,M,1997-08-03,11000
121705,F,1969-08-03,40010
121706,M,1962-08-03,20800
121711,F,1976-08-03,11000
121712,M,1977-08-03,20800
121713,F,1979-08-03,11000
121714,F,1976-08-03,11000
121715,F,1969-08-03,11000
121716,F,1984-08-03,40010
121717,F,1958-08-03,11000
121718,M,1995-08-03,20800
121719,M,1987-08-03,11000
121722,M,1970-08-03,20800
121723,M,1961-08-03,40010
121724,M,1968-08-03,11000
121727,F,1970-08-03,20800
121728,M,1958-08-03,40010
121731,M,1969-08-03,11000
121732,F,1983-08-03,11000
121734,F,1967-08-03,11000
121738,F,1977-08-03,20800
121739,M,1977-08-03,40010
121741,M,1968-08-03,11000
121743,M,1977-08-03,11000
121744,F,1976-08-03,11000
121745,M,1967-08-03,40010
121746,F,1991-08-03,20800
121747,M,1975-08-03,40010
121751,F,1967-08-03,11000
121757,F,1965-08-03,40010
121759,F,1965-08-03,20800
121761,M,1969-08-03,40010
121762,M,1964-08-03,40010
121763,M,1975-08-03,40010
121766,M,1974-08-03,20800
121767,F,1977-08-03,40010
121768,F,1976-08-03,40010
121769,M,1957-08-03,40010
121772,M,1963-08-03,11000
121774,F,1970-08-03,11000
121776,F,1960-08-03,20800
121778,F,1990-08-03,40010
121780,M,1966-08-03,20800
121781,F,1989-08-03,11000
121783,M,1985-08-03,11000
121784,M,1976-08-03,40010
121785,M,1974-08-03,40010
121786,F,1976-08-03,40010
121787,M,1992-08-03,11000
121790,F,1975-08-03,11000
121791,M,1981-08-03,20800
121793,M,1974-08-03,20800
121799,F,1958-08-03,11000
121803,M,1960-08-03,40010
121804,M,1974-08-03,11000
121805,F,1979-08-03,20800
121807,M,1973-08-03,11000
121809,M,1965-08-03,40010
121810,M,1968-08-03,40010
121812,M,1970-08-03,11000
121813,F,1962-08-03,20800
121814,F,1970-08-03,40010
121816,M,1961-08-03,40010
121818,M,1964-08-03,11000
121819,M,1966-08-03,40010
121821,M,1967-08-03,40010
121822,M,1969-08-03,40010
121823,F,1973-08-03,40010
121824,M,1969-08-03,11000
121825,M,1976-08-03,40010
121826,M,1957-08-03,20800
121828,M,1973-08-03,40010
121830,F,1995-08-03,11000
121831,M,1968-08-03,11000
121834,F,1983-08-03,40010
121836,F,1990-08-03,20800
121837,M,1969-08-03,11000
121838,M,1961-08-03,40010
121840,F,1981-08-03,20800
121841,F,1963-08-03,40010
121844,M,1974-08-03,40010
121848,M,1957-08-03,40010
121849,F,1971-08-03,40010
121852,F,1993-08-03,20800
121853,M,1962-08-03,11000
121854,M,1987-08-03,11000
121855,M,1973-08-03,11000
121856,M,1969-08-03,40010
121861,M,1958-08-03,20800
121862,M,1967-08-03,40010
121865,F,1986-08-03,40010
121866,M,1975-08-03,11000
121869,M,1973-08-03,11000
121870,F,1994-08-03,40010
121871,M,1964-08-03,11000
121874,F,1963-08-03,20800
121876,M,1977-08-03,11000
121877,F,1957-08-03,20800
121879,M,1990-08-03,11000
121884,M,1971-08-03,20800
121885,M,1959-08-03,11000
121886,M,1983-08-03,40010
121889,M,1981-08-03,40010
121893,F,1958-08-03,40010
121894,M,1972-08-03,20800
121897,M,1969-08-03,40010
121900,M,1969-08-03,11000
121903,M,1961-08-03,40010
121904,M,1964-08-03,20800
121905,M,1957-08-03,11000
121906,F,1990-08-03,20800
121907,M,1957-08-03,40010
121908,F,1961-08-03,11000
121910,F,1959-08-03,11000
121911,F,1977-08-03,20800
121915,F,1980-08-03,40010
121919,M,1960-08-03,20800
121920,F,1969-08-03,11000
121924,M,1965-08-03,40010
121925,F,1997-08-03,20800
121927,F,1957-08-03,11000
121928,F,1982-08-03,40010
121929,F,1967-08-03,20800
121932,M,1958-08-03,40010
121934,M,1973-08-03,11000
121935,M,1971-08-03,11000
121936,M,1976-08-03,40010
121938,M,1971-08-03,20800
121941,M,1977-08-03,20800
121942,M,1960-08-03,20800
121943,M,1971-08-03,40010
121944,M,1965-08-03,11000
121947,M,1964-08-03,20800
121948,M,1965-08-03,40010
121951,M,1973-08-03,40010
121956,F,1964-08-03,11000
121959,M,1968-08-03,40010
121960,F,1981-08-03,11000
121961,F,1991-08-03,11000
121962,M,1962-08-03,40010
121963,F,1995-08-03,11000
121964,F,1991-08-03,11000
121966,M,1963-08-03,40010
121967,F,1990-08-03,11000
121968,M,1960-08-03,20800
121970,M,1961-08-03,20800
121971,M,1962-08-03,40010
121973,F,1967-08-03,40010
121974,F,1971-08-03,11000
121975,M,1972-08-03,20800
121976,F,1966-08-03,40010
121979,M,1958-08-03,40010
121981,F,1959-08-03,11000
121982,M,1975-08-03,20800
121987,M,1975-08-03,40010
121989,F,1978-08-03,40010
121991,M,1973-08-03,11000
121992,M,1967-08-03,20800
121993,M,1968-08-03,20800
121998,M,1959-08-03,40010
121999,F,1964-08-03,40010
122004,F,1986-08-03,11000
122005,M,1957-08-03,11000
122006,M,1960-08-03,20800
122008,M,1965-08-03,40010
122009,F,1962-08-03,11000
122012,F,1977-08-03,11000
122014,F,1994-08-03,20800
122015,M,1965-08-03,40010
122016,F,1981-08-03,40010
122017,M,1972-08-03,20800
122020,M,1971-08-03,40010
122021,F,1976-08-03,40010
122022,M,1977-08-03,40010
122023,M,1965-08-03,40010
122024,F,1969-08-03,40010
122025,M,1963-08-03,20800
122026,M,1967-08-03,20800
122027,F,1968-08-03,40010
122029,M,1968-08-03,40010
122033,M,1965-08-03,11000
122034,F,1977-08-03,20800
122035,M,1996-08-03,11000
122036,F,1978-08-03,11000
122037,M,1975-08-03,11000
122038,M,1974-08-03,11000
122040,M,1964-08-03,20800
122043,F,1969-08-03,11000
122044,M,1992-08-03,40010
122045,F,1983-08-03,20800
122047,F,1988-08-03,40010
122049,M,1968-08-03,20800
122050,F,1962-08-03,20800
122051,M,1969-08-03,40010
122053,M,1973-08-03,40010
122055,F,1988-08-03,20800
122057,F,1958-08-03,11000
122059,M,1964-08-03,40010
122062,F,1977-08-03,11000
122063,F,1986-08-03,20800
122068,M,1963-08-03,40010
122069,M,1977-08-03,40010
122072,M,1959-08-03,20800
122074,F,1993-08-03,20800
122076,M,1978-08-03,20800
122077,M,1961-08-03,40010
122078,M,1963-08-03,20800
122079,F,1970-08-03,40010
122080,F,1967-08-03,11000
122082,F,1972-08-03,40010
122083,M,1969-08-03,40010
122087,M,1961-08-03,11000
122088,F,1995-08-03,20800
122091,M,1958-08-03,40010
122092,F,1965-08-03,11000
122093,M,1965-08-03,40010
122094,M,1957-08-03,20800
122095,F,1970-08-03,20800
122097,F,1974-08-03,40010
122099,F,1957-08-03,40010
122101,F,1979-08-03,20800
122102,M,1974-08-03,11000
122103,M,1970-08-03,11000
122105,F,1993-08-03,20800
122106,F,1985-08-03,40010
122110,M,1961-08-03,20800
122112,M,1991-08-03,20800
122114,M,1963-08-03,11000
122115,M,1975-08-03,20800
122116,M,1958-08-03,40010
122117,M,1992-08-03,11000
122118,F,1966-08-03,40010
122121,M,1965-08-03,11000
122122,F,1985-08-03,20800
122127,F,1975-08-03,20800
122129,M,1966-08-03,11000
122130,F,1986-08-03,20800
122132,M,1964-08-03,11000
122134,F,1975-08-03,40010
122136,F,1985-08-03,11000
122137,M,1970-08-03,40010
122138,M,1959-08-03,40010
122141,F,1977-08-03,11000
122143,M,1969-08-03,40010
122144,M,1975-08-03,11000
122145,F,1975-08-03,11000
122146,M,1991-08-03,40010
122151,M,1964-08-03,11000
122152,M,1958-08-03,40010
122155,M,1985-08-03,20800
122156,F,1963-08-03,40010
122157,F,1967-08-03,11000
122159,F,1963-08-03,11000
122161,M,1963-08-03,11000
122162,M,1975-08-03,40010
122163,M,1965-08-03,40010
122165,F,1975-08-03,11000
122166,F,1970-08-03,40010
122167,M,1968-08-03,11000
122168,F,1996-08-03,20800
122170,F,1995-08-03,40010
122171,M,1961-08-03,40010
122172,M,1962-08-03,20800
122175,M,1962-08-03,20800
122178,M,1974-08-03,40010
122181,F,1981-08-03,20800
122182,M,1965-08-03,40010
122184,M,1959-08-03,11000
122186,M,1970-08-03,40010
122188,M,1975-08-03,11000
122191,M,1995-08-03,20800
122192,F,1992-08-03,11000
122193,F,1965-08-03,20800
122195,M,1962-08-03,40010
122196,M,1960-08-03,11000
122198,M,1976-08-03,20800
122199,F,1997-08-03,11000
122200,F,1994-08-03,40010
122203,F,1993-08-03,20800
122204,M,1966-08-03,20800
122206,M,1991-08-03,11000
122207,M,1990-08-03,11000
122208,F,1958-08-03,40010
122209,F,1992-08-03,40010
122212,M,1959-08-03,40010
122213,F,1962-08-03,11000
122217,M,1959-08-03,40010
122218,F,1963-08-03,40010
122220,M,1977-08-03,40010
122221,M,1965-08-03,40010
122222,M,1960-08-03,40010
122224,M,1995-08-03,11000
122226,M,1964-08-03,20800
122227,M,1974-08-03,11000
122228,F,1966-08-03,40010
122229,F,1983-08-03,40010
122233,M,1975-08-03,40010
122234,M,1971-08-03,20800
122235,M,1968-08-03,20800
122238,M,1961-08-03,40010
122239,F,1978-08-03,11000
122240,F,1959-08-03,40010
122241,M,1983-08-03,20800
122243,F,1989-08-03,20800
122244,M,1958-08-03,40010
122246,M,1969-08-03,11000
122253,M,1973-08-03,40010
122255,M,1967-08-03,11000
122316,M,1973-08-03,20800
122319,M,1957-08-03,20800
122320,F,1989-08-03,11000
122322,F,1960-08-03,11000
122323,M,1965-08-03,20800
122325,F,1967-08-03,11000
122327,F,1968-08-03,40010
122329,M,1976-08-03,20800
122330,F,1962-08-03,40010
122335,M,1964-08-03,20800
122337,F,1993-08-03,11000
122339,F,1965-08-03,11000
122341,M,1973-08-03,20800
122344,M,1967-08-03,40010
122345,F,1977-08-03,40010
122346,F,1986-08-03,40010
122347,M,1969-08-03,11000
122348,M,1984-08-03,11000
122352,M,1974-08-03,40010
122353,M,1967-08-03,40010
122354,F,1991-08-03,11000
122355,M,1971-08-03,40010
122356,M,1975-08-03,11000
122358,M,1962-08-03,20800
122360,F,1957-08-03,11000
122362,M,1966-08-03,40010
122363,F,1997-08-03,20800
122365,M,1965-08-03,20800
122366,M,1973-08-03,20800
122367,F,1977-08-03,11000
122368,M,1975-08-03,40010
122369,M,1968-08-03,40010
122371,M,1969-08-03,20800
122372,F,1988-08-03,11000
122377,F,1976-08-03,11000
122378,M,1974-08-03,40010
122382,M,1972-08-03,20800
122383,M,1976-08-03,20800
122384,M,1964-08-03,11000
122385,M,1963-08-03,40010
122387,M,1977-08-03,40010
122389,F,1995-08-03,20800
122390,F,1979-08-03,40010
122392,F,1965-08-03,20800
122393,M,1977-08-03,40010
122395,M,1962-08-03,20800
122397,M,1970-08-03,40010
122401,M,1969-08-03,40010
122402,F,1963-08-03,11000
122405,F,1982-08-03,11000
122406,M,1973-08-03,40010
122407,F,1963-08-03,20800
122408,F,1967-08-03,11000
122409,M,1975-08-03,40010
122413,M,1958-08-03,40010
122415,M,1963-08-03,40010
122416,M,1962-08-03,40010
122419,F,1979-08-03,11000
122420,M,1968-08-03,40010
122421,F,1962-08-03,40010
122423,M,1977-08-03,11000
122424,M,1976-08-03,20800
122425,F,1971-08-03,20800
122429,M,1988-08-03,20800
122430,M,1966-08-03,40010
122433,F,1982-08-03,40010
122435,M,1957-08-03,11000
122438,M,1975-08-03,20800
122443,M,1964-08-03,40010
122445,M,1960-08-03,11000
122450,M,1968-08-03,11000
122451,M,1975-08-03,40010
122452,M,1977-08-03,11000
122453,M,1973-08-03,40010
122455,F,1980-08-03,11000
122457,F,1963-08-03,11000
122458,M,1959-08-03,40010
122462,F,1969-08-03,20800
122464,M,1960-08-03,40010
122467,M,1966-08-03,20800
122468,M,1968-08-03,40010
122469,M,1964-08-03,20800
122470,F,1957-08-03,11000
122472,M,1976-08-03,40010
122476,M,1969-08-03,11000
122478,M,1974-08-03,20800
122479,F,1964-08-03,40010
122481,M,1961-08-03,20800
122482,M,1993-08-03,20800
122483,M,1963-08-03,40010
122484,F,1992-08-03,40010
122486,F,1976-08-03,40010
122487,F,1983-08-03,11000
122488,M,1979-08-03,20800
122493,F,1959-08-03,40010
122494,M,1976-08-03,20800
122496,M,1962-08-03,20800
122499,M,1977-08-03,11000
122501,F,1988-08-03,11000
122502,F,1959-08-03,11000
122504,M,1967-08-03,40010
122505,F,1967-08-03,11000
122509,M,1982-08-03,20800
122511,M,1962-08-03,40010
122512,F,1977-08-03,40010
122514,M,1969-08-03,40010
122518,F,1962-08-03,40010
122519,F,1980-08-03,20800
122521,F,1994-08-03,11000
122522,M,1962-08-03,11000
122523,M,1987-08-03,11000
122524,F,1972-08-03,40010
122525,M,1970-08-03,40010
122527,M,1994-08-03,11000
122530,M,1961-08-03,11000
122531,F,1965-08-03,20800
122532,F,1990-08-03,40010
122534,M,1965-08-03,40010
122536,F,1989-08-03,20800
122537,M,1961-08-03,40010
122538,F,1979-08-03,11000
122539,F,1978-08-03,11000
122545,F,1978-08-03,11000
122546,M,1967-08-03,40010
122547,M,1960-08-03,20800
122548,M,1967-08-03,11000
122550,F,1959-08-03,40010
122553,F,1997-08-03,20800
122555,M,1966-08-03,11000
122556,F,1957-08-03,20800
122557,M,1973-08-03,11000
122558,M,1968-08-03,20800
122559,M,1968-08-03,20800
122560,M,1964-08-03,20800
122561,F,1969-08-03,40010
122562,F,1963-08-03,40010
122563,M,1958-08-03,40010
122566,M,1969-08-03,40010
122567,M,1966-08-03,40010
122570,F,1985-08-03,20800
122571,M,1975-08-03,40010
122575,F,1969-08-03,40010
122576,F,1979-08-03,20800
122577,M,1975-08-03,40010
122579,F,1957-08-03,20800
122582,F,1986-08-03,20800
122583,F,1969-08-03,40010
122584,M,1984-08-03,11000
122586,M,1971-08-03,40010
122587,M,1976-08-03,40010
122589,M,1965-08-03,11000
122591,F,1958-08-03,40010
122596,M,1972-08-03,20800
122598,M,1960-08-03,11000
122601,M,1965-08-03,20800
122603,F,1985-08-03,11000
122610,M,1972-08-03,11000
122611,M,1959-08-03,40010
122612,M,1964-08-03,40010
122613,F,1961-08-03,11000
122615,F,1992-08-03,20800
122618,M,1961-08-03,20800
122619,F,1995-08-03,40010
122621,M,1964-08-03,11000
122622,M,1984-08-03,40010
122625,M,1972-08-03,40010
122627,M,1967-08-03,40010
122630,M,1959-08-03,11000
122631,M,1971-08-03,40010
122639,M,1973-08-03,40010
122643,M,1974-08-03,40010
122646,M,1960-08-03,20800
122649,M,1962-08-03,40010
122651,M,1973-08-03,20800
122652,F,1989-08-03,11000
122653,F,1978-08-03,11000
122657,M,1961-08-03,40010
122659,M,1958-08-03,40010
122661,M,1967-08-03,20800
122663,F,1986-08-03,20800
122667,F,1981-08-03,20800
122668,F,1969-08-03,40010
122671,M,1974-08-03,11000
122674,M,1987-08-03,20800
122675,M,1982-08-03,40010
122676,F,1964-08-03,11000
122679,F,1957-08-03,20800
122680,F,1968-08-03,11000
122681,M,1957-08-03,11000
122683,M,1976-08-03,40010
122685,M,1973-08-03,40010
122686,F,1959-08-03,11000
122687,F,1966-08-03,11000
122688,F,1968-08-03,11000
122690,M,1963-08-03,40010
122692,M,1976-08-03,20800
122694,M,1975-08-03,11000
122697,M,1980-08-03,11000
122698,F,1977-08-03,40010
122699,M,1958-08-03,11000
122700,M,1958-08-03,40010
122701,M,1974-08-03,20800
122703,M,1964-08-03,40010
122704,M,1964-08-03,20800
122707,M,1994-08-03,11000
122710,M,1977-08-03,40010
122712,M,1959-08-03,11000
122713,M,1967-08-03,40010
122714,F,1959-08-03,11000
122715,F,1993-08-03,11000
122716,M,1963-08-03,40010
122717,F,1996-08-03,40010
122724,M,1969-08-03,40010
122726,M,1977-08-03,40010
122727,M,1966-08-03,40010
122728,F,1973-08-03,40010
122730,M,1960-08-03,40010
122732,M,1975-08-03,20800
122733,F,1986-08-03,20800
122735,M,1961-08-03,40010
122738,F,1992-08-03,11000
122741,M,1960-08-03,11000
122742,M,1961-08-03,11000
122743,F,1959-08-03,11000
122744,M,1972-08-03,40010
122748,M,1972-08-03,40010
122751,F,1996-08-03,20800
122752,M,1977-08-03,11000
122753,M,1958-08-03,20800
122754,M,1975-08-03,20800
122756,M,1970-08-03,40010
122758,F,1992-08-03,11000
122759,M,1989-08-03,20800
122761,M,1962-08-03,40010
122762,M,1977-08-03,40010
122763,M,1965-08-03,40010
122764,M,1965-08-03,40010
122765,M,1995-08-03,11000
122766,M,1960-08-03,11000
122769,M,1981-08-03,40010
122770,M,1973-08-03,11000
122771,M,1985-08-03,11000
122773,M,1973-08-03,40010
122775,M,1972-08-03,11000
122778,F,1964-08-03,40010
122780,F,1968-08-03,40010
122784,M,1974-08-03,11000
122786,F,1989-08-03,40010
122788,M,1984-08-03,11000
122789,F,1981-08-03,40010
122790,M,1976-08-03,20800
122792,M,1957-08-03,20800
122793,M,1982-08-03,11000
122794,M,1970-08-03,40010
122795,M,1957-08-03,20800
122797,F,1968-08-03,11000
122798,F,1958-08-03,11000
122799,F,1990-08-03,20800
122800,M,1964-08-03,11000
122801,M,1976-08-03,40010
122804,F,1993-08-03,11000
122808,M,1972-08-03,40010
122810,F,1974-08-03,11000
122812,M,1972-08-03,20800
122815,M,1960-08-03,11000
122816,M,1962-08-03,40010
